_RAJ2000;_DEJ2000;RAJ2000;e_RAJ2000;DEJ2000;e_DEJ2000;Sp;e_Sp;St;e_St;MajAxis;MinAxis;PA;dMajAxis;dMinAxis;dPA;Mosaic;Nm;Xpos;Ypos;MGPS;E
0.2579167;-75.2006389;00 01 01.90;1.5;-75 12 02.30;1.7;469.5;14.1;478.4;14.4;47.0;45.3;26.2;0.0;0.0;     ;J0000M76;1;683.4;937.8;;
0.349375;-76.15341670000001;00 01 23.85;1.5;-76 09 12.30;1.7;763.6;22.9;792.8;23.8;48.1;45.1;166.7;0.0;0.0;     ;J0000M76;1;677.6;635.2;;
0.3617083;-46.5037778;00 01 26.81;1.5;-46 30 13.60;1.7;494.1;14.9;494.2;14.9;60.6;45.0;178.2;0.0;0.0;     ;J0000M48;1;623.5;887.7;;
0.43058329999999995;-30.958916700000003;00 01 43.34;1.5;-30 57 32.10;1.7;879.5;26.5;879.6;26.5;84.9;45.0;179.8;0.0;0.0;     ;J0000M32;1;584.2;554.4;;
0.5710417;-61.370444400000004;00 02 17.05;1.5;-61 22 13.60;1.7;783.0;23.6;847.0;25.5;54.6;46.7;154.2;0.0;0.0;     ;J0000M60;1;615.5;222.3;;
0.6756667;-50.4132222;00 02 42.16;1.5;-50 24 47.60;1.7;645.5;19.4;645.6;19.4;57.1;47.0;17.9;0.0;0.0;     ;J0000M52;1;564.1;964.7;;
0.6906667;-30.473972200000002;00 02 45.76;1.5;-30 28 26.30;1.7;728.2;22.0;806.0;24.3;84.9;68.4;35.7;0.0;0.0;     ;J0000M32;1;510.2;638.3;;
0.7230416999999999;-56.353416700000004;00 02 53.53;1.5;-56 21 12.30;1.7;1350.0;40.5;1350.0;40.5;54.3;46.0;164.0;0.0;0.0;     ;J0000M56;1;573.9;488.5;;
0.7914583000000001;-54.74925;00 03 09.95;1.5;-54 44 57.30;1.7;1117.0;33.5;1549.0;54.8;72.3;47.5;154.0;50.1;0.0;145.6;J0000M56;1;555.5;923.6;;
0.802375;-35.93819439999999;00 03 12.57;1.5;-35 56 17.50;1.7;530.7;16.0;1123.4;40.6;97.0;79.4;59.4;83.1;30.4; 76.5;J0000M36;1;492.4;426.4;;
0.805375;-59.096611100000004;00 03 13.29;1.5;-59 05 47.80;1.7;505.8;15.2;505.9;15.2;52.0;45.0;179.3;0.0;0.0;     ;J0000M60;1;569.6;866.3;;
0.973875;-38.4510278;00 03 53.73;1.5;-38 27 03.70;1.7;625.9;18.8;638.6;19.2;70.0;53.2;48.2;0.0;0.0;     ;J0000M40;1;455.4;778.9;;
0.9789167;-30.998194399999996;00 03 54.94;1.5;-30 59 53.50;1.7;1342.0;40.3;1401.0;42.1;84.9;54.5;52.6;0.0;0.0;     ;J0000M32;1;430.4;547.1;;
1.082;-55.7824444;00 04 19.68;1.5;-55 46 56.80;1.7;779.4;23.4;995.9;29.9;57.5;54.3;89.1;0.0;0.0;     ;J0000M56;1;505.9;642.7;;
1.1359167;-41.7320556;00 04 32.62;1.5;-41 43 55.40;1.7;499.8;15.1;568.7;17.2;70.0;55.8;121.6;0.0;0.0;     ;J0000M40;1;427.6;88.6;;
1.1484166999999998;-47.6056667;00 04 35.62;1.5;-47 36 20.40;1.7;909.0;27.3;932.9;28.0;60.6;53.0;143.8;0.0;0.0;     ;J0000M48;1;451.6;618.5;;
1.3252083000000001;-66.82502779999999;00 05 18.05;1.5;-66 49 30.10;1.7;488.5;14.7;503.7;15.1;48.5;47.5;125.2;0.0;0.0;     ;J0000M68;1;534.3;1008.8;;
1.3522083;-57.8648333;00 05 24.53;1.5;-57 51 53.40;1.7;773.9;23.3;806.6;24.2;54.3;48.6;60.5;0.0;0.0;     ;J0000M56;1;469.6;77.2;;
1.4681667;-62.9305;00 05 52.36;1.5;-62 55 49.80;1.7;582.7;17.5;671.1;20.2;52.4;49.6;69.5;0.0;0.0;     ;J0000M64;1;486.4;946.3;;
1.4902083000000002;-56.475416700000004;00 05 57.65;1.5;-56 28 31.50;1.7;2617.0;78.5;2763.0;82.9;54.3;50.9;48.9;0.0;0.0;     ;J0000M56;1;435.7;453.6;;
1.50775;-42.57786110000001;00 06 01.86;1.5;-42 34 40.30;1.7;2850.0;85.5;2850.0;85.5;64.8;45.0;179.0;0.0;0.0;     ;J0000M44;1;341.7;811.0;;
1.5370833000000002;-83.0955;00 06 08.90;1.5;-83 05 43.80;1.7;2443.0;73.3;2548.0;76.5;47.0;45.2;126.0;0.0;0.0;     ;J0000M84;1;644.5;994.6;;
1.5934167;-83.1114444;00 06 22.42;1.5;-83 06 41.20;1.7;720.0;21.7;754.6;22.7;47.2;45.2;123.0;0.0;0.0;     ;J0000M84;1;642.5;989.3;;
1.6705832999999999;-69.16452779999999;00 06 40.94;1.5;-69 09 52.30;1.7;638.6;19.2;656.0;19.7;48.5;47.1;131.4;0.0;0.0;     ;J0000M68;1;510.6;298.2;;
1.703;-52.992361100000004;00 06 48.72;1.5;-52 59 32.50;1.7;527.0;15.9;527.1;15.9;57.1;50.7;143.9;0.0;0.0;     ;J0000M52;1;369.6;297.0;;
1.9145832999999999;-64.09952779999999;00 07 39.50;1.5;-64 05 58.30;1.7;527.7;15.9;551.5;16.6;50.1;48.1;117.1;0.0;0.0;     ;J0000M64;1;431.4;601.0;;
2.0657083;-59.130527799999996;00 08 15.77;1.5;-59 07 49.90;1.7;776.3;23.3;833.0;25.0;52.0;49.0;134.5;0.0;0.0;     ;J0000M60;1;358.2;852.7;;
2.3235417000000003;-45.059861100000006;00 09 17.65;1.5;-45 03 35.50;1.7;454.1;13.7;698.8;21.1;67.6;66.4;92.0;0.0;0.0;     ;J0020M44;2;1323.5;242.1;;
2.351375;-31.771138899999997;00 09 24.33;1.5;-31 46 16.10;1.7;474.0;14.3;590.1;17.9;84.9;61.8;56.7;0.0;0.0;     ;J0000M32;2;51.0;409.9;;
2.3987083;-32.2773611;00 09 35.69;1.5;-32 16 38.50;1.7;453.5;13.7;558.8;16.9;84.9;65.3;133.1;0.0;0.0;     ;J0000M32;2;41.5;322.0;;
2.51425;-43.654611100000004;00 10 03.42;1.5;-43 39 16.60;1.7;959.4;28.8;998.3;30.0;64.8;54.5;150.5;0.0;0.0;     ;J0020M44;2;1293.4;562.4;;
2.6272917000000002;-44.3825;00 10 30.55;1.5;-44 22 57.00;1.7;2547.0;76.4;3365.0;101.0;64.8;62.7;63.4;0.0;0.0;     ;J0020M44;2;1259.8;397.5;;
2.7185417000000003;-41.8863333;00 10 52.45;1.5;-41 53 10.80;1.7;6380.0;191.4;6392.0;191.8;64.8;45.9;76.3;0.0;0.0;     ;J0020M44;4;1260.7;965.1;;
2.8051667;-31.842194399999997;00 11 13.24;1.5;-31 50 31.90;1.7;619.2;18.7;674.5;20.3;84.9;50.6;73.9;0.0;0.0;     ;J0018M32;1;1176.1;399.4;;
2.9720417;-32.249888899999995;00 11 53.29;1.5;-32 14 59.60;1.7;463.9;14.0;495.4;15.0;84.9;48.7;101.9;0.0;0.0;     ;J0018M32;1;1127.9;329.1;;
3.07525;-33.3659722;00 12 18.06;1.5;-33 21 57.50;1.7;1550.0;46.6;1642.0;49.3;84.9;55.6;128.1;0.0;0.0;     ;J0018M32;1;1094.4;135.8;;
3.0870417000000003;-41.1543611;00 12 20.89;1.5;-41 09 15.70;1.7;766.2;23.0;766.3;23.0;70.0;46.0;76.1;0.0;0.0;     ;J0020M40;1;1176.3;207.9;;
3.1695;-40.5590833;00 12 40.68;1.5;-40 33 32.70;1.7;593.7;17.9;602.6;18.1;70.0;53.1;132.8;0.0;0.0;     ;J0020M40;1;1160.1;333.4;;
3.250125;-39.908055600000004;00 13 00.03;1.5;-39 54 29.00;1.7;815.4;24.5;839.9;25.3;70.0;46.4;87.1;0.0;0.0;     ;J0020M40;1;1144.2;470.6;;
3.3225;-56.174111100000005;00 13 17.40;1.5;-56 10 26.80;1.7;977.9;29.4;978.1;29.4;54.3;45.0;87.3;0.0;0.0;     ;J0000M56;2;100.0;525.7;;
3.60175;-73.65311109999999;00 14 24.42;1.5;-73 39 11.20;1.7;471.4;14.2;489.6;14.7;48.5;45.6;25.8;0.0;0.0;     ;J0000M72;1;373.5;146.1;;
3.7261667000000003;-53.731472200000006;00 14 54.28;1.5;-53 43 53.30;1.7;531.8;16.0;531.9;16.0;57.1;45.1;85.6;0.0;0.0;     ;J0024M52;1;1145.1;104.1;;
3.8344582999999997;-69.8511111;00 15 20.27;1.5;-69 51 04.00;1.7;886.0;26.6;886.2;26.6;48.6;45.0;86.5;0.0;0.0;     ;J0000M68;3;273.1;80.0;;
3.851;-38.0766389;00 15 24.24;1.5;-38 04 35.90;1.7;1958.0;58.8;2113.0;63.5;70.0;51.4;65.5;0.0;0.0;     ;J0020M40;2;1001.0;857.3;;
4.0111667;-63.1686667;00 16 02.68;1.5;-63 10 07.20;1.7;2536.0;76.1;2992.0;119.4;53.7;49.6;66.6;28.7;0.0; 79.1;J0000M64;2;113.0;861.8;;
4.0314583;-42.2902222;00 16 07.55;1.5;-42 17 24.80;1.7;516.1;15.6;588.4;17.7;64.8;57.1;142.0;0.0;0.0;     ;J0020M44;1;939.5;877.7;;
4.0558333;-31.3875;00 16 13.40;1.5;-31 23 15.00;1.7;496.0;15.0;667.6;20.2;90.2;57.1;87.8;0.0;0.0;     ;J0018M32;1;829.1;480.1;;
4.114625;-51.2989722;00 16 27.51;1.5;-51 17 56.30;1.7;443.1;13.4;483.0;14.6;57.1;50.7;67.0;0.0;0.0;     ;J0024M52;1;1090.7;732.8;;
4.1515;-38.42875;00 16 36.36;1.5;-38 25 43.50;1.7;479.5;14.5;767.8;30.3;79.0;70.2;35.0;59.0;27.6; 76.4;J0020M40;1;922.5;783.8;;
4.1539167;-38.4658056;00 16 36.94;1.5;-38 27 56.90;1.7;455.7;13.8;696.5;29.0;95.3;50.5;179.9;64.7;23.0;179.8;J0020M40;1;921.8;776.0;;
4.5954167;-76.7436944;00 18 22.90;1.5;-76 44 37.30;1.7;607.0;18.3;636.8;19.2;47.6;46.0;116.8;0.0;0.0;     ;J0000M76;2;360.5;434.8;;
4.7042082999999995;-51.2491667;00 18 49.01;1.5;-51 14 57.00;1.7;1156.0;34.7;1212.0;36.4;57.1;50.6;54.7;0.0;0.0;     ;J0024M52;1;970.4;747.8;;
4.902625;-76.67188890000001;00 19 36.63;1.5;-76 40 18.80;1.7;645.5;19.4;759.1;30.1;51.5;47.7;136.4;23.8;0.0;126.9;J0000M76;2;335.6;455.8;;
4.9264167;-30.522583299999997;00 19 42.34;1.5;-30 31 21.30;1.7;446.3;13.5;475.2;14.4;84.9;59.7;45.1;0.0;0.0;     ;J0018M32;1;584.8;630.1;;
4.941375;-36.0331389;00 19 45.93;1.5;-36 01 59.30;1.7;482.4;14.5;504.3;15.2;76.6;47.4;81.4;0.0;0.0;     ;J0018M36;1;588.2;408.5;;
4.941875;-49.3679444;00 19 46.05;1.5;-49 22 04.60;1.7;665.9;20.0;666.0;20.0;60.6;45.5;77.3;0.0;0.0;     ;J0020M48;1;717.4;191.3;;
5.014;-40.8443889;00 20 03.36;1.5;-40 50 39.80;1.7;467.9;14.1;468.0;14.1;70.0;49.4;14.8;0.0;0.0;     ;J0020M40;1;701.5;276.4;;
5.03575;-32.11575;00 20 08.58;1.5;-32 06 56.70;1.7;463.3;14.0;562.7;17.1;89.4;61.2;160.5;0.0;0.0;     ;J0018M32;1;556.5;353.7;;
5.094375;-48.785861100000005;00 20 22.65;1.5;-48 47 09.10;1.7;1242.0;37.3;1242.0;37.3;60.6;45.0;179.9;0.0;0.0;     ;J0020M48;1;684.7;332.9;;
5.2382083;-43.8566111;00 20 57.17;1.5;-43 51 23.80;1.7;439.9;13.3;440.0;13.3;64.8;54.1;30.3;0.0;0.0;     ;J0020M44;1;648.8;522.5;;
5.2635;-41.268944399999995;00 21 03.24;1.5;-41 16 08.20;1.7;601.2;18.1;601.3;18.1;70.0;53.6;22.3;0.0;0.0;     ;J0020M40;1;640.2;187.0;;
5.3726667;-46.9585;00 21 29.44;1.5;-46 57 30.60;1.7;491.5;14.8;566.8;17.1;60.6;56.9;128.3;0.0;0.0;     ;J0020M48;1;621.8;777.1;;
5.399875;-33.576;00 21 35.97;1.5;-33 34 33.60;1.7;631.2;19.0;648.9;19.6;87.1;45.4;177.1;0.0;0.0;     ;J0018M32;1;459.6;100.2;;
5.716125;-43.8709444;00 22 51.87;1.5;-43 52 15.40;1.7;519.6;15.7;519.7;15.7;64.8;46.0;7.7;0.0;0.0;     ;J0020M44;1;536.0;518.8;;
5.7387083;-46.80275;00 22 57.29;1.5;-46 48 09.90;1.7;569.4;17.1;616.1;18.5;60.6;51.4;60.7;0.0;0.0;     ;J0020M48;1;539.5;814.6;;
5.979125;-67.8753333;00 23 54.99;1.5;-67 52 31.20;1.7;1006.0;30.2;1049.0;31.5;48.5;47.7;124.4;0.0;0.0;     ;J0036M68;1;1077.2;683.4;;
6.02725;-68.34861109999999;00 24 06.54;1.5;-68 20 55.00;1.7;1223.0;36.7;1248.0;37.5;48.5;47.0;126.9;0.0;0.0;     ;J0036M68;1;1063.8;540.2;;
6.1789167;-42.0346667;00 24 42.94;1.5;-42 02 04.80;1.7;1687.0;50.7;1770.0;53.1;64.8;53.2;49.4;0.0;0.0;     ;J0020M44;2;418.5;935.3;;
6.2660417;-52.0613333;00 25 03.85;1.5;-52 03 40.80;1.7;524.8;15.8;524.9;15.8;57.1;46.7;115.8;0.0;0.0;     ;J0024M52;1;651.5;540.1;;
6.3146667;-60.47477779999999;00 25 15.52;1.5;-60 28 29.20;1.7;1481.0;44.5;1838.0;73.1;55.8;52.5;136.0;30.8;0.0;104.0;J0030M60;1;896.2;475.0;;
6.3789583;-33.05425;00 25 30.95;1.5;-33 03 15.30;1.7;1200.0;36.1;2310.0;84.9;97.1;83.8;51.6;81.9;0.0; 78.9;J0018M32;1;189.7;188.8;;
6.4662917;-58.571027799999996;00 25 51.91;1.5;-58 34 15.70;1.7;439.9;13.3;615.8;23.0;63.0;52.0;87.7;44.1;0.0; 88.5;J0030M60;1;881.4;1014.8;;
6.641;-58.638138899999994;00 26 33.84;1.5;-58 38 17.30;1.7;440.1;13.3;451.3;13.6;52.0;48.4;127.9;0.0;0.0;     ;J0030M60;1;851.3;996.1;;
6.671375;-49.3137778;00 26 41.13;1.5;-49 18 49.60;1.7;1520.0;45.6;1595.0;47.9;60.6;53.4;142.0;0.0;0.0;     ;J0020M48;1;348.5;201.6;;
6.7285417;-36.925861100000006;00 26 54.85;1.5;-36 55 33.10;1.7;1148.0;34.5;1174.0;35.3;76.6;52.8;51.4;0.0;0.0;     ;J0018M36;2;122.1;233.0;;
6.828875;-33.7795833;00 27 18.93;1.5;-33 46 46.50;1.7;491.6;14.8;503.0;15.2;84.9;56.8;134.9;0.0;0.0;     ;J0036M32;2;1295.5;62.3;;
7.1709583;-46.099888899999996;00 28 41.03;1.5;-46 05 59.60;1.7;785.7;23.6;849.1;25.5;60.6;55.3;134.7;0.0;0.0;     ;J0020M48;2;212.5;980.9;;
7.2140832999999995;-41.958722200000004;00 28 51.38;1.5;-41 57 31.40;1.7;511.5;15.4;707.3;26.2;77.3;55.7;144.1;54.2;0.0;122.5;J0020M44;4;166.3;948.9;;
7.2235833;-55.3913333;00 28 53.66;1.5;-55 23 28.80;1.7;734.5;22.1;757.5;22.8;54.3;46.9;104.3;0.0;0.0;     ;J0024M56;1;477.6;748.5;;
7.3186667000000005;-75.6698333;00 29 16.48;1.5;-75 40 11.40;1.7;621.2;18.7;638.8;19.2;47.7;45.1;1.2;0.0;0.0;     ;J0000M76;2;113.8;753.2;;
7.3616667;-69.5781667;00 29 26.80;1.5;-69 34 41.40;1.7;548.6;16.5;573.0;17.2;48.8;46.9;46.3;0.0;0.0;     ;J0036M68;1;892.1;172.9;;
7.6405417;-54.630527799999996;00 30 33.73;1.5;-54 37 49.90;1.7;956.1;28.7;1033.5;31.0;58.1;45.7;11.1;0.0;0.0;     ;J0024M56;1;394.3;953.5;;
7.645875;-51.053861100000006;00 30 35.01;1.5;-51 03 13.90;1.7;576.1;17.3;581.6;17.5;57.3;45.5;170.2;0.0;0.0;     ;J0024M52;1;366.5;797.0;;
7.659875;-50.31225;00 30 38.37;1.5;-50 18 44.10;1.7;1227.0;36.8;1248.0;37.5;57.1;45.8;89.5;0.0;0.0;     ;J0024M52;1;358.1;988.1;;
7.7650833;-35.7880833;00 31 03.62;1.5;-35 47 17.10;1.7;471.1;14.2;580.9;17.5;76.6;65.0;35.0;0.0;0.0;     ;J0036M36;1;1032.8;454.5;;
7.87775;-32.9955278;00 31 30.66;1.5;-32 59 43.90;1.7;918.9;27.7;919.1;27.7;84.9;65.9;150.0;0.0;0.0;     ;J0036M32;1;1013.0;200.5;;
7.9689583;-31.245083299999997;00 31 52.55;1.5;-31 14 42.30;1.7;715.1;21.5;715.2;21.5;84.9;48.8;63.3;0.0;0.0;     ;J0036M32;1;993.5;504.2;;
8.1084583;-54.91922220000001;00 32 26.03;1.5;-54 55 09.20;1.7;741.5;22.3;799.1;24.0;54.3;49.0;71.1;0.0;0.0;     ;J0024M56;1;308.5;873.2;;
8.135625;-40.9609167;00 32 32.55;1.5;-40 57 39.30;1.7;438.4;13.2;447.2;13.5;70.0;49.1;63.8;0.0;0.0;     ;J0040M40;1;1165.7;248.8;;
8.1605;-32.8862778;00 32 38.52;1.5;-32 53 10.60;1.7;477.0;14.4;477.1;14.5;84.9;47.6;67.9;0.0;0.0;     ;J0036M32;1;935.7;219.8;;
8.237375;-37.3314167;00 32 56.97;1.5;-37 19 53.10;1.7;573.3;17.3;573.4;17.3;76.6;62.5;31.4;0.0;0.0;     ;J0036M36;1;903.4;158.4;;
8.24775;-33.7530833;00 32 59.46;1.5;-33 45 11.10;1.7;521.7;15.8;566.2;17.1;84.9;53.6;61.5;0.0;0.0;     ;J0036M32;1;909.7;69.6;;
8.7479583;-63.364;00 34 59.51;1.5;-63 21 50.40;1.7;578.5;17.4;951.5;32.1;79.8;46.5;7.5;62.2;0.0;  8.5;J0030M64;1;521.9;819.5;;
8.756625;-63.332666700000004;00 35 01.59;1.5;-63 19 57.60;1.7;614.3;18.5;757.8;28.3;61.0;45.5;177.2;34.9;0.0;176.1;J0030M64;1;520.4;828.7;;
9.10825;-49.0545833;00 36 25.98;1.5;-49 03 16.50;1.7;749.4;22.5;788.5;23.7;63.4;45.5;7.4;0.0;0.0;     ;J0040M48;1;896.2;266.7;;
9.1225833;-37.46205560000001;00 36 29.42;1.5;-37 27 43.40;1.7;902.8;27.2;994.7;29.9;76.6;50.3;78.1;0.0;0.0;     ;J0036M36;1;673.2;133.8;;
9.24825;-57.4810833;00 36 59.58;1.5;-57 28 51.90;1.7;492.4;14.8;497.8;15.0;54.3;45.9;105.3;0.0;0.0;     ;J0048M56;2;1188.9;175.2;;
9.355916699999998;-59.29952779999999;00 37 25.42;1.5;-59 17 58.30;1.7;520.0;15.6;543.1;16.3;52.0;48.7;120.3;0.0;0.0;     ;J0030M60;1;395.0;805.8;;
9.595958300000001;-68.5812778;00 38 23.03;1.5;-68 34 52.60;1.7;824.7;24.8;910.3;27.3;49.6;48.6;78.3;0.0;0.0;     ;J0036M68;1;633.8;477.3;;
9.61175;-38.9965556;00 38 26.82;1.5;-38 59 47.60;1.7;2467.0;74.1;2613.0;78.4;70.0;52.6;56.7;0.0;0.0;     ;J0040M40;1;803.8;664.9;;
9.68525;-62.52038889999999;00 38 44.46;1.5;-62 31 13.40;1.7;1129.0;33.9;1825.0;63.2;71.4;51.1;113.5;54.8;0.0;109.9;J0030M64;1;375.1;1064.1;;
9.834291699999998;-64.8625;00 39 20.23;1.5;-64 51 45.00;1.7;1022.0;30.7;1022.0;30.7;50.1;45.8;18.6;0.0;0.0;     ;J0030M64;1;380.6;375.0;;
10.033208300000002;-59.064777799999995;00 40 07.97;1.5;-59 03 53.20;1.7;789.2;23.7;839.4;25.2;52.0;49.5;118.2;0.0;0.0;     ;J0030M60;1;279.0;869.0;;
10.049166699999999;-31.737277799999998;00 40 11.80;1.5;-31 44 14.20;1.7;506.5;15.3;506.6;15.3;84.9;66.2;25.2;0.0;0.0;     ;J0036M32;1;413.0;418.8;;
10.162125;-50.9774167;00 40 38.91;1.5;-50 58 38.70;1.7;469.5;14.1;499.6;15.0;57.7;48.5;26.6;0.0;0.0;     ;J0048M52;1;1083.6;815.9;;
10.1975;-71.76697220000001;00 40 47.40;1.5;-71 46 01.10;1.7;573.5;17.3;573.6;17.3;47.3;45.8;35.1;0.0;0.0;     ;J0045M72;1;812.8;741.6;;
10.537416699999998;-44.2334722;00 42 08.98;1.5;-44 14 00.50;1.7;5860.0;175.8;5861.0;175.8;64.8;51.0;22.2;0.0;0.0;     ;J0040M44;1;579.0;436.6;;
10.5825;-75.8095556;00 42 19.80;1.5;-75 48 34.40;1.7;1129.0;33.9;1138.0;34.2;46.7;45.0;172.9;0.0;0.0;     ;J0045M76;1;758.6;744.2;;
10.742125;-41.9831389;00 42 58.11;1.5;-41 58 59.30;1.7;1521.0;45.7;1614.0;48.5;64.8;49.9;65.5;0.0;0.0;     ;J0040M44;2;524.5;947.9;;
10.74875;-47.7515;00 42 59.70;1.5;-47 45 05.40;1.7;622.1;18.7;622.3;18.7;60.6;45.1;1.7;0.0;0.0;     ;J0040M48;1;540.2;583.8;;
10.801416699999999;-59.7361944;00 43 12.34;1.5;-59 44 10.30;1.7;594.5;17.9;604.3;18.2;52.0;46.5;66.7;0.0;0.0;     ;J0030M60;2;160.8;674.0;;
10.8695417;-70.69491670000001;00 43 28.69;1.5;-70 41 41.70;1.7;741.8;22.3;814.1;24.5;49.9;46.9;118.4;0.0;0.0;     ;J0045M72;1;746.2;1076.1;;
10.8882083;-82.90908329999999;00 43 33.17;1.5;-82 54 32.70;1.7;544.4;16.4;544.5;16.4;45.3;45.0;101.6;0.0;0.0;     ;J0130M84;2;1170.9;1009.2;;
11.067125;-46.2352778;00 44 16.11;1.5;-46 14 07.00;1.7;985.6;29.6;1058.2;31.8;60.6;52.7;52.8;0.0;0.0;     ;J0040M48;1;463.4;951.9;;
11.105083300000002;-84.3778889;00 44 25.22;1.5;-84 22 40.40;1.7;602.2;18.1;693.4;27.7;49.5;47.4;75.1;20.6;0.0; 76.5;J0000M84;2;351.2;544.0;;
11.170875;-35.50936110000001;00 44 41.01;1.5;-35 30 33.70;1.7;3677.0;110.4;3808.0;114.3;76.6;46.7;94.3;0.0;0.0;     ;J0054M36;2;1325.3;505.0;;
11.21725;-49.463333299999995;00 44 52.14;1.5;-49 27 48.00;1.7;578.5;17.4;578.6;17.4;60.6;45.1;83.0;0.0;0.0;     ;J0040M48;1;446.1;166.6;;
11.338958300000002;-54.792472200000006;00 45 21.35;1.5;-54 47 32.90;1.7;551.5;16.6;551.6;16.6;54.3;45.0;90.6;0.0;0.0;     ;J0048M56;1;829.7;912.1;;
11.556375;-42.1185;00 46 13.53;1.5;-42 07 06.60;1.7;5006.0;150.2;6099.0;183.0;64.8;60.9;132.8;0.0;0.0;     ;J0040M44;1;327.2;915.2;;
11.582541699999998;-42.137583299999996;00 46 19.81;1.5;-42 08 15.30;1.7;2946.0;88.4;6831.0;236.9;109.1;65.7;134.2;94.7;32.0;126.3;J0040M44;1;321.0;910.8;;
11.644375;-55.800388899999994;00 46 34.65;1.5;-55 48 01.40;1.7;945.1;28.4;945.3;28.4;54.3;48.1;51.4;0.0;0.0;     ;J0048M56;1;770.4;639.0;;
11.712583300000002;-45.7794722;00 46 51.02;1.5;-45 46 46.10;1.7;526.9;15.9;656.7;24.5;75.9;47.9;178.6;39.5;0.0;176.2;J0040M44;1;314.2;82.7;;
11.855083300000002;-62.127416700000005;00 47 25.22;1.5;-62 07 38.70;1.7;542.1;16.3;545.2;16.4;50.4;45.0;1.5;0.0;0.0;     ;J0100M64;2;1185.9;1174.1;;
11.916166699999998;-43.530888899999994;00 47 39.88;1.5;-43 31 51.20;1.7;666.4;20.0;724.4;21.8;64.8;54.8;49.8;0.0;0.0;     ;J0040M44;1;250.4;593.0;;
12.116166699999999;-59.5591667;00 48 27.88;1.5;-59 33 33.00;1.7;552.6;16.6;752.0;26.6;70.7;45.0;4.8;48.0;0.0;  6.2;J0100M60;1;1183.0;726.9;;
12.197458300000001;-58.2533056;00 48 47.39;1.5;-58 15 11.90;1.7;472.2;14.2;472.3;14.2;52.0;45.0;2.4;0.0;0.0;     ;J0100M60;1;1187.4;1097.1;;
12.214958300000001;-68.2815;00 48 51.59;1.5;-68 16 53.40;1.7;439.0;13.2;453.8;13.6;48.5;47.3;125.9;0.0;0.0;     ;J0036M68;1;315.9;559.2;;
12.278375;-64.42075;00 49 06.81;1.5;-64 25 14.70;1.7;1308.0;39.3;1308.0;39.3;50.1;45.0;88.4;0.0;0.0;     ;J0100M64;2;1089.4;502.9;;
12.4975;-57.64125;00 49 59.40;1.5;-57 38 28.50;1.7;2045.0;61.4;2045.0;61.4;54.3;46.5;18.8;0.0;0.0;     ;J0048M56;1;617.9;139.5;;
12.709541699999999;-51.806611100000005;00 50 50.29;1.5;-51 48 23.80;1.7;1023.0;30.7;1042.0;31.3;57.1;49.2;53.3;0.0;0.0;     ;J0048M52;1;561.4;605.3;;
12.71725;-44.4774167;00 50 52.14;1.5;-44 28 38.70;1.7;2302.0;69.1;2486.0;74.6;64.8;51.4;115.0;0.0;0.0;     ;J0040M44;2;70.7;374.2;;
12.789708300000001;-42.4428611;00 51 09.53;1.5;-42 26 34.30;1.7;638.2;19.2;689.8;20.8;65.9;48.7;109.7;0.0;0.0;     ;J0040M44;2;31.5;836.0;;
12.8684167;-59.60963889999999;00 51 28.42;1.5;-59 36 34.70;1.7;563.4;16.9;573.7;17.3;52.0;46.5;112.3;0.0;0.0;     ;J0100M60;1;1057.8;716.7;;
13.012291699999999;-35.9365;00 52 02.95;1.5;-35 56 11.40;1.7;457.2;13.8;457.2;13.8;76.6;45.1;84.9;0.0;0.0;     ;J0054M36;1;834.2;427.0;;
13.060541699999998;-43.1083333;00 52 14.53;1.5;-43 06 30.00;1.7;3622.0;108.7;3631.0;109.0;64.8;45.4;176.5;0.0;0.0;     ;J0100M44;1;1168.3;688.9;;
13.068;-43.1071667;00 52 16.32;1.5;-43 06 25.80;1.7;746.7;22.6;871.8;26.4;64.8;56.5;60.6;0.0;0.0;     ;J0100M44;1;1166.5;689.2;;
13.466625;-49.23425;00 53 51.99;1.5;-49 14 03.30;1.7;1464.0;44.0;1464.0;44.0;60.6;49.8;131.0;0.0;0.0;     ;J0100M48;1;1032.6;221.4;;
13.748416699999998;-50.208611100000006;00 54 59.62;1.5;-50 12 31.00;1.7;584.6;17.6;775.8;23.3;60.9;56.4;69.9;0.0;0.0;     ;J0048M52;1;338.8;1014.4;;
14.0448333;-71.119;00 56 10.76;1.5;-71 07 08.40;1.7;801.2;24.1;833.7;25.1;48.5;45.8;29.8;0.0;0.0;     ;J0045M72;1;409.1;937.7;;
14.1910417;-44.8508333;00 56 45.85;1.5;-44 51 03.00;1.7;575.9;17.3;590.6;17.8;64.8;47.7;69.7;0.0;0.0;     ;J0100M44;1;892.7;295.9;;
14.246541699999998;-39.0809722;00 56 59.17;1.5;-39 04 51.50;1.7;602.9;18.1;608.4;18.3;70.0;53.9;23.6;0.0;0.0;     ;J0100M40;1;896.4;646.8;;
14.2475833;-38.165111100000004;00 56 59.42;1.5;-38 09 54.40;1.7;778.3;23.4;807.7;24.3;70.0;54.2;131.8;0.0;0.0;     ;J0100M40;1;898.6;839.4;;
14.305291699999998;-47.6954167;00 57 13.27;1.5;-47 41 43.50;1.7;951.9;28.6;952.8;28.6;60.6;46.1;109.0;0.0;0.0;     ;J0100M48;1;858.0;597.6;;
